LeadID,RepID,LeadSource,Industry,CompanySize,DateCreated,IsConverted
11623,2,Organic Search,Finance,SMB,2025-11-22,1
11624,16,Cold Call,Healthcare,SMB,2025-07-05,0
11625,6,Webinar,Healthcare,SMB,2025-09-09,0
11626,6,Organic Search,Retail,Enterprise,2025-07-12,1
11627,13,Organic Search,Retail,Mid-Market,2025-10-08,0
11628,7,Referral,Finance,Enterprise,2025-12-11,0
11629,5,Referral,Retail,Mid-Market,2025-10-17,1
11630,7,Webinar,Tech,SMB,2025-04-01,0
11631,2,Webinar,Manufacturing,SMB,2025-06-13,0
11632,17,Webinar,Tech,Mid-Market,2025-02-06,0
11633,13,Referral,Tech,Mid-Market,2025-10-15,1
11634,16,Organic Search,Healthcare,Mid-Market,2025-08-06,0
11635,20,Webinar,Finance,Enterprise,2025-03-02,0
11636,2,Webinar,Finance,Mid-Market,2025-02-19,0
11637,5,Paid Social,Healthcare,SMB,2025-07-24,0
11638,18,Paid Social,Tech,SMB,2025-08-29,0
11639,7,Cold Call,Tech,Mid-Market,2025-11-01,0
11640,11,Webinar,Manufacturing,Mid-Market,2025-02-25,0
11641,11,Organic Search,Manufacturing,SMB,2025-06-14,0
11642,17,Referral,Finance,SMB,2025-02-28,1
11643,16,Webinar,Tech,SMB,2025-06-03,0
11644,13,Webinar,Manufacturing,Mid-Market,2025-12-10,0
11645,5,Cold Call,Healthcare,Enterprise,2025-04-24,1
11646,20,Webinar,Tech,Enterprise,2025-08-22,0
11647,16,Organic Search,Retail,SMB,2025-08-08,0
11648,16,Organic Search,Manufacturing,Mid-Market,2025-02-14,0
11649,16,Paid Social,Healthcare,SMB,2025-09-28,0
11650,14,Organic Search,Healthcare,SMB,2025-01-17,0
11651,6,Paid Social,Retail,Enterprise,2025-06-21,0
11652,2,Organic Search,Manufacturing,SMB,2025-08-19,0
11653,14,Referral,Finance,Enterprise,2025-04-27,0
11654,16,Paid Social,Healthcare,SMB,2025-01-27,0
11655,20,Referral,Tech,SMB,2025-10-18,1
11656,13,Organic Search,Finance,SMB,2025-09-26,1
11657,15,Organic Search,Healthcare,Mid-Market,2025-04-08,0
11658,12,Organic Search,Healthcare,SMB,2025-04-18,0
11659,9,Organic Search,Retail,SMB,2025-08-30,0
11660,18,Organic Search,Manufacturing,Mid-Market,2025-06-18,0
11661,14,Organic Search,Manufacturing,Enterprise,2025-05-18,0
11662,20,Cold Call,Retail,SMB,2025-05-09,0
11663,4,Organic Search,Retail,Enterprise,2025-09-23,1
11664,8,Paid Social,Finance,SMB,2025-07-16,0
11665,8,Organic Search,Finance,SMB,2025-12-25,0
11666,16,Webinar,Retail,SMB,2025-06-12,0
11667,10,Organic Search,Finance,Enterprise,2025-07-13,0
11668,17,Paid Social,Tech,Mid-Market,2025-02-11,0
11669,1,Paid Social,Retail,Enterprise,2025-09-23,1
11670,18,Webinar,Manufacturing,Mid-Market,2025-10-14,1
11671,10,Paid Social,Manufacturing,Mid-Market,2025-03-20,0
11672,4,Paid Social,Retail,SMB,2025-01-09,0
11673,1,Referral,Manufacturing,SMB,2025-12-05,1
11674,4,Cold Call,Healthcare,Mid-Market,2025-05-26,0
11675,4,Organic Search,Tech,Enterprise,2025-05-02,0
11676,4,Paid Social,Healthcare,Mid-Market,2025-12-28,0
11677,17,Webinar,Retail,Enterprise,2025-09-13,1
11678,9,Paid Social,Manufacturing,Enterprise,2025-03-01,0
11679,19,Paid Social,Finance,Enterprise,2025-06-07,0
11680,13,Organic Search,Healthcare,SMB,2025-06-17,0
11681,4,Webinar,Healthcare,SMB,2025-11-10,0
11682,5,Organic Search,Manufacturing,SMB,2025-12-06,0
11683,13,Organic Search,Finance,SMB,2025-08-12,0
11684,16,Paid Social,Retail,SMB,2025-02-02,0
11685,5,Paid Social,Manufacturing,SMB,2025-03-09,0
11686,8,Webinar,Tech,SMB,2025-12-07,0
11687,16,Organic Search,Tech,SMB,2025-12-10,0
11688,1,Paid Social,Retail,SMB,2025-06-18,0
11689,6,Organic Search,Retail,SMB,2025-07-12,0
11690,11,Referral,Tech,SMB,2025-04-02,0
11691,16,Paid Social,Finance,Mid-Market,2025-07-14,0
11692,5,Cold Call,Retail,Enterprise,2025-10-31,0
11693,16,Paid Social,Tech,Enterprise,2025-09-17,0
11694,7,Cold Call,Finance,Enterprise,2025-05-11,1
11695,19,Paid Social,Finance,SMB,2025-02-09,0
11696,1,Paid Social,Retail,Mid-Market,2025-11-21,1
11697,9,Cold Call,Healthcare,SMB,2025-08-30,0
11698,18,Paid Social,Finance,SMB,2025-05-15,0
11699,13,Webinar,Retail,Enterprise,2025-07-19,0
11700,15,Paid Social,Finance,SMB,2025-03-27,0
11701,3,Webinar,Manufacturing,Enterprise,2025-08-09,0
11702,10,Organic Search,Finance,Mid-Market,2025-09-24,0
11703,9,Organic Search,Healthcare,SMB,2025-06-21,0
11704,13,Paid Social,Finance,SMB,2025-05-02,0
11705,16,Organic Search,Healthcare,SMB,2025-12-09,0
11706,3,Paid Social,Tech,SMB,2025-05-12,0
11707,15,Organic Search,Healthcare,SMB,2025-01-26,0
11708,17,Webinar,Finance,SMB,2025-02-19,0
11709,14,Cold Call,Tech,Mid-Market,2025-06-17,1
11710,7,Paid Social,Tech,Mid-Market,2025-11-14,0
11711,20,Webinar,Tech,Mid-Market,2025-03-19,0
11712,16,Organic Search,Tech,Mid-Market,2025-03-27,0
11713,8,Webinar,Finance,SMB,2025-03-23,0
11714,4,Paid Social,Retail,SMB,2025-08-09,0
11715,20,Organic Search,Healthcare,Mid-Market,2025-04-01,1
11716,15,Webinar,Retail,Mid-Market,2025-06-13,0
11717,5,Paid Social,Retail,SMB,2025-02-14,0
11718,13,Cold Call,Healthcare,SMB,2025-02-03,0
11719,6,Webinar,Manufacturing,Mid-Market,2025-12-19,0
11720,5,Webinar,Healthcare,SMB,2025-06-09,0
11721,17,Webinar,Manufacturing,SMB,2025-04-09,0
11722,7,Paid Social,Healthcare,Enterprise,2025-02-05,0
11723,6,Referral,Retail,SMB,2025-06-25,0
11724,2,Organic Search,Retail,SMB,2025-04-08,0
11725,11,Webinar,Healthcare,Enterprise,2025-09-19,0
11726,7,Paid Social,Tech,SMB,2025-12-30,0
11727,8,Paid Social,Manufacturing,Mid-Market,2025-07-07,1
11728,5,Webinar,Tech,Enterprise,2025-04-22,1
11729,18,Webinar,Manufacturing,SMB,2025-05-02,0
11730,16,Webinar,Retail,SMB,2025-05-13,0
11731,14,Paid Social,Manufacturing,SMB,2025-09-12,0
11732,12,Organic Search,Retail,SMB,2025-07-31,0
11733,17,Webinar,Healthcare,SMB,2025-01-18,0
11734,5,Paid Social,Healthcare,SMB,2025-08-14,0
11735,14,Webinar,Finance,SMB,2025-01-27,0
11736,6,Referral,Finance,SMB,2025-11-30,1
11737,15,Webinar,Healthcare,SMB,2025-07-18,0
11738,7,Referral,Finance,SMB,2025-08-29,0
11739,14,Webinar,Healthcare,Enterprise,2025-11-04,0
11740,18,Organic Search,Tech,Enterprise,2025-02-19,0
11741,1,Webinar,Retail,Enterprise,2025-08-28,0
11742,6,Organic Search,Healthcare,SMB,2025-03-09,0
11743,3,Organic Search,Finance,SMB,2025-12-11,0
11744,5,Cold Call,Finance,Mid-Market,2025-10-22,0
11745,12,Referral,Finance,SMB,2025-09-11,1
11746,11,Referral,Tech,SMB,2025-10-11,0
11747,13,Paid Social,Tech,SMB,2025-02-01,0
11748,16,Webinar,Tech,SMB,2025-04-04,0
11749,18,Webinar,Healthcare,SMB,2025-07-23,0
11750,17,Cold Call,Retail,SMB,2025-01-28,0
11751,17,Paid Social,Tech,Enterprise,2025-05-10,1
11752,11,Cold Call,Finance,Mid-Market,2025-02-05,0
11753,20,Webinar,Finance,Mid-Market,2025-11-26,0
11754,10,Webinar,Tech,SMB,2025-07-24,0
11755,16,Organic Search,Retail,SMB,2025-03-13,1
11756,2,Organic Search,Retail,Enterprise,2025-01-03,1
11757,17,Organic Search,Retail,Enterprise,2025-04-26,0
11758,20,Paid Social,Finance,SMB,2025-07-12,0
11759,10,Paid Social,Healthcare,Mid-Market,2025-01-19,0
11760,13,Cold Call,Manufacturing,Mid-Market,2025-04-22,0
11761,12,Referral,Tech,Enterprise,2025-09-28,1
11762,15,Paid Social,Tech,SMB,2025-08-13,0
11763,7,Organic Search,Manufacturing,Mid-Market,2025-08-24,0
11764,13,Paid Social,Manufacturing,Enterprise,2025-10-28,0
11765,12,Organic Search,Finance,SMB,2025-06-19,0
11766,12,Webinar,Finance,SMB,2025-12-31,0
11767,2,Paid Social,Tech,SMB,2025-06-17,0
11768,5,Cold Call,Healthcare,SMB,2025-06-20,0
11769,2,Paid Social,Tech,SMB,2025-12-03,0
11770,20,Cold Call,Tech,SMB,2025-03-06,0
11771,13,Cold Call,Tech,Mid-Market,2025-01-25,0
11772,3,Organic Search,Finance,SMB,2025-12-05,0
11773,11,Cold Call,Tech,SMB,2025-03-07,0
11774,16,Organic Search,Healthcare,SMB,2025-12-11,0
11775,1,Paid Social,Healthcare,SMB,2025-07-27,0
11776,19,Referral,Healthcare,SMB,2025-06-23,0
11777,11,Cold Call,Tech,SMB,2025-03-24,0
11778,9,Referral,Manufacturing,Enterprise,2025-09-06,0
11779,14,Organic Search,Tech,SMB,2025-10-21,0
11780,9,Organic Search,Manufacturing,Mid-Market,2025-06-17,0
11781,7,Organic Search,Tech,Mid-Market,2025-02-03,0
11782,16,Organic Search,Healthcare,Mid-Market,2025-06-18,0
11783,3,Paid Social,Manufacturing,Mid-Market,2025-08-10,0
11784,19,Cold Call,Healthcare,SMB,2025-05-13,0
11785,4,Webinar,Tech,Mid-Market,2025-06-04,0
11786,7,Webinar,Finance,SMB,2025-02-11,0
11787,12,Referral,Manufacturing,SMB,2025-12-29,0
11788,18,Paid Social,Tech,Enterprise,2025-12-04,0
11789,5,Organic Search,Healthcare,Mid-Market,2025-04-08,0
11790,10,Paid Social,Retail,SMB,2025-04-29,0
11791,12,Organic Search,Finance,Enterprise,2025-06-06,0
11792,8,Cold Call,Retail,SMB,2025-09-05,1
11793,19,Webinar,Retail,SMB,2025-05-21,0
11794,15,Cold Call,Finance,SMB,2025-09-20,0
11795,1,Organic Search,Healthcare,SMB,2025-02-07,1
11796,3,Webinar,Retail,SMB,2025-03-31,0
11797,18,Organic Search,Retail,SMB,2025-08-01,0
11798,18,Webinar,Tech,SMB,2025-01-09,0
11799,2,Webinar,Finance,Mid-Market,2025-08-28,0
11800,5,Paid Social,Manufacturing,SMB,2025-09-23,0
11801,1,Organic Search,Retail,Enterprise,2025-12-23,0
11802,10,Webinar,Tech,Enterprise,2025-05-06,1
11803,20,Referral,Finance,SMB,2025-06-03,0
11804,10,Organic Search,Manufacturing,SMB,2025-04-06,0
11805,5,Cold Call,Manufacturing,Mid-Market,2025-07-25,0
11806,18,Cold Call,Retail,SMB,2025-11-10,0
11807,15,Organic Search,Healthcare,Enterprise,2025-10-05,0
11808,20,Organic Search,Finance,SMB,2025-02-11,1
11809,8,Organic Search,Tech,SMB,2025-06-20,0
11810,17,Organic Search,Finance,Enterprise,2025-08-13,0
11811,12,Organic Search,Tech,Mid-Market,2025-09-11,0
11812,12,Organic Search,Retail,SMB,2025-07-28,0
11813,1,Organic Search,Finance,Enterprise,2025-10-17,0
11814,4,Organic Search,Retail,Enterprise,2025-01-09,0
11815,8,Webinar,Healthcare,Enterprise,2025-08-18,1
11816,1,Cold Call,Tech,Enterprise,2025-05-04,1
11817,15,Paid Social,Healthcare,SMB,2025-12-26,0
11818,18,Cold Call,Tech,SMB,2025-09-28,0
11819,1,Organic Search,Healthcare,SMB,2025-10-23,0
11820,11,Webinar,Finance,SMB,2025-09-14,0
11821,2,Cold Call,Tech,SMB,2025-10-05,0
11822,1,Paid Social,Retail,SMB,2025-05-24,0
11823,12,Webinar,Tech,Mid-Market,2025-12-17,0
11824,16,Referral,Manufacturing,SMB,2025-03-27,0
11825,10,Paid Social,Tech,SMB,2025-11-11,0
11826,18,Webinar,Tech,Mid-Market,2025-12-20,0
11827,15,Webinar,Manufacturing,SMB,2025-04-04,0
11828,17,Webinar,Healthcare,Enterprise,2025-06-21,0
11829,10,Organic Search,Healthcare,Enterprise,2025-06-29,0
11830,3,Webinar,Tech,Mid-Market,2025-11-14,0
11831,16,Cold Call,Healthcare,Enterprise,2025-03-19,0
11832,6,Referral,Manufacturing,SMB,2025-10-19,0
11833,3,Organic Search,Retail,SMB,2025-11-29,0
11834,9,Organic Search,Healthcare,SMB,2025-04-28,0
11835,11,Organic Search,Tech,SMB,2025-01-08,0
11836,13,Paid Social,Retail,Mid-Market,2025-03-25,0
11837,18,Organic Search,Retail,Enterprise,2025-10-19,1
11838,4,Organic Search,Retail,Enterprise,2025-12-14,0
11839,8,Webinar,Tech,Mid-Market,2025-09-29,0
11840,13,Referral,Retail,SMB,2025-01-21,1
11841,10,Cold Call,Manufacturing,Mid-Market,2025-12-02,0
11842,2,Referral,Retail,Mid-Market,2025-06-04,0
11843,8,Cold Call,Manufacturing,Mid-Market,2025-10-07,0
11844,6,Organic Search,Tech,Enterprise,2025-01-28,0
11845,16,Cold Call,Tech,SMB,2025-04-07,0
11846,18,Referral,Tech,Enterprise,2025-10-03,0
11847,17,Organic Search,Retail,SMB,2025-05-01,0
11848,6,Paid Social,Healthcare,Mid-Market,2025-04-15,0
11849,13,Paid Social,Healthcare,Mid-Market,2025-11-01,0
11850,14,Cold Call,Retail,SMB,2025-10-07,0
11851,10,Organic Search,Finance,SMB,2025-11-23,0
11852,11,Referral,Finance,SMB,2025-03-06,1
11853,13,Paid Social,Manufacturing,SMB,2025-12-05,0
11854,12,Referral,Healthcare,Mid-Market,2025-06-20,0
11855,9,Webinar,Retail,SMB,2025-07-20,0
11856,4,Webinar,Tech,Mid-Market,2025-09-03,0
11857,7,Referral,Healthcare,SMB,2025-05-14,0
11858,2,Organic Search,Retail,SMB,2025-05-28,0
11859,7,Referral,Finance,SMB,2025-07-12,0
11860,9,Cold Call,Finance,Enterprise,2025-10-28,1
11861,5,Webinar,Finance,Enterprise,2025-05-28,0
11862,15,Webinar,Manufacturing,SMB,2025-03-06,0
11863,18,Paid Social,Retail,SMB,2025-05-21,0
11864,4,Cold Call,Retail,SMB,2025-02-05,0
11865,19,Organic Search,Tech,SMB,2025-03-02,0
11866,20,Paid Social,Retail,SMB,2025-05-15,0
11867,7,Cold Call,Tech,Mid-Market,2025-12-18,0
11868,8,Paid Social,Finance,SMB,2025-03-09,0
11869,17,Cold Call,Healthcare,SMB,2025-07-02,0
11870,13,Webinar,Finance,SMB,2025-01-03,0
11871,11,Cold Call,Retail,Mid-Market,2025-01-25,0
11872,1,Webinar,Tech,Mid-Market,2025-05-06,1
11873,2,Referral,Finance,SMB,2025-08-05,0
11874,17,Webinar,Retail,Enterprise,2025-10-19,0
11875,5,Referral,Retail,SMB,2025-10-29,1
11876,6,Cold Call,Tech,SMB,2025-01-11,0
11877,7,Paid Social,Manufacturing,SMB,2025-10-17,1
11878,15,Referral,Healthcare,Mid-Market,2025-12-17,1
11879,19,Referral,Manufacturing,SMB,2025-04-29,0
11880,16,Referral,Finance,SMB,2025-11-12,0
11881,13,Referral,Manufacturing,Enterprise,2025-10-12,1
11882,5,Webinar,Tech,SMB,2025-05-28,0
11883,3,Organic Search,Healthcare,SMB,2025-09-21,0
11884,3,Cold Call,Manufacturing,Mid-Market,2025-03-17,0
11885,19,Cold Call,Manufacturing,Mid-Market,2025-07-06,0
11886,14,Organic Search,Healthcare,Enterprise,2025-10-23,0
11887,16,Webinar,Finance,SMB,2025-01-16,0
11888,17,Webinar,Tech,SMB,2025-12-22,0
11889,4,Paid Social,Healthcare,SMB,2025-08-03,0
11890,13,Paid Social,Finance,Mid-Market,2025-09-12,0
11891,8,Referral,Healthcare,Enterprise,2025-11-25,1
11892,19,Organic Search,Tech,Mid-Market,2025-06-13,0
11893,5,Paid Social,Tech,SMB,2025-08-30,0
11894,2,Paid Social,Manufacturing,SMB,2025-12-04,0
11895,15,Webinar,Manufacturing,Mid-Market,2025-03-20,0
11896,2,Webinar,Retail,Mid-Market,2025-09-05,0
11897,11,Paid Social,Retail,SMB,2025-02-15,0
11898,13,Webinar,Manufacturing,Mid-Market,2025-01-06,0
11899,10,Webinar,Tech,Mid-Market,2025-03-19,1
11900,3,Cold Call,Finance,Enterprise,2025-06-08,0
11901,5,Organic Search,Manufacturing,Enterprise,2025-11-16,0
11902,3,Webinar,Retail,Enterprise,2025-03-19,0
11903,6,Paid Social,Tech,Enterprise,2025-01-06,0
11904,13,Cold Call,Healthcare,Mid-Market,2025-05-21,0
11905,10,Organic Search,Manufacturing,SMB,2025-05-12,0
11906,19,Cold Call,Manufacturing,SMB,2025-10-19,0
11907,8,Paid Social,Finance,SMB,2025-02-17,0
11908,18,Referral,Tech,SMB,2025-08-05,0
11909,3,Organic Search,Finance,Enterprise,2025-03-25,0
11910,17,Cold Call,Healthcare,Mid-Market,2025-10-27,0
11911,8,Webinar,Tech,Mid-Market,2025-01-19,0
11912,10,Organic Search,Finance,Mid-Market,2025-09-05,1
11913,2,Referral,Healthcare,Enterprise,2025-03-16,1
11914,12,Organic Search,Healthcare,SMB,2025-07-25,0
11915,6,Referral,Manufacturing,Enterprise,2025-06-15,0
11916,2,Paid Social,Tech,Mid-Market,2025-12-07,1
11917,3,Cold Call,Healthcare,SMB,2025-03-14,0
11918,17,Paid Social,Finance,SMB,2025-07-27,0
11919,7,Organic Search,Tech,SMB,2025-12-16,0
11920,5,Organic Search,Healthcare,SMB,2025-07-17,0
11921,1,Webinar,Manufacturing,SMB,2025-06-12,0
11922,8,Cold Call,Retail,Enterprise,2025-07-11,0
11923,12,Webinar,Retail,Mid-Market,2025-08-17,0
11924,14,Webinar,Retail,Enterprise,2025-04-06,0
11925,16,Webinar,Healthcare,SMB,2025-06-25,0
11926,10,Cold Call,Healthcare,Mid-Market,2025-09-24,0
11927,15,Organic Search,Finance,Mid-Market,2025-11-22,0
11928,15,Webinar,Retail,SMB,2025-10-05,0
11929,10,Organic Search,Retail,Enterprise,2025-03-10,1
11930,7,Cold Call,Tech,SMB,2025-12-02,0
11931,3,Webinar,Tech,SMB,2025-01-30,1
11932,2,Paid Social,Healthcare,SMB,2025-11-02,0
11933,6,Organic Search,Healthcare,Mid-Market,2025-04-07,0
11934,9,Paid Social,Manufacturing,Mid-Market,2025-03-22,0
11935,10,Webinar,Retail,SMB,2025-08-16,0
11936,4,Webinar,Retail,Enterprise,2025-05-09,0
11937,3,Referral,Healthcare,Enterprise,2025-06-10,0
11938,9,Webinar,Finance,Mid-Market,2025-12-02,0
11939,17,Organic Search,Tech,SMB,2025-01-30,0
11940,14,Organic Search,Retail,Mid-Market,2025-06-25,0
11941,10,Paid Social,Finance,Mid-Market,2025-02-28,0
11942,13,Organic Search,Tech,SMB,2025-05-13,0
11943,12,Paid Social,Manufacturing,Mid-Market,2025-10-07,0
11944,1,Organic Search,Healthcare,Mid-Market,2025-08-29,0
11945,19,Cold Call,Finance,SMB,2025-07-07,0
11946,19,Organic Search,Tech,SMB,2025-02-28,0
11947,6,Organic Search,Healthcare,SMB,2025-03-31,0
11948,13,Webinar,Healthcare,Mid-Market,2025-01-14,0
11949,19,Organic Search,Retail,SMB,2025-09-29,0
11950,13,Organic Search,Tech,Mid-Market,2025-12-16,0
11951,4,Organic Search,Healthcare,SMB,2025-04-14,0
11952,2,Webinar,Retail,Mid-Market,2025-02-26,0
11953,15,Cold Call,Healthcare,Mid-Market,2025-01-28,0
11954,12,Cold Call,Tech,Mid-Market,2025-02-13,0
11955,7,Organic Search,Healthcare,Mid-Market,2025-09-09,1
11956,20,Paid Social,Manufacturing,Mid-Market,2025-07-08,0
11957,18,Organic Search,Manufacturing,SMB,2025-09-08,0
11958,13,Paid Social,Manufacturing,Mid-Market,2025-01-07,0
11959,17,Cold Call,Manufacturing,Enterprise,2025-02-14,0
11960,4,Webinar,Finance,SMB,2025-05-07,0
11961,14,Organic Search,Healthcare,SMB,2025-01-27,0
11962,20,Webinar,Healthcare,SMB,2025-01-11,0
11963,13,Organic Search,Healthcare,Enterprise,2025-10-04,0
11964,3,Paid Social,Healthcare,Enterprise,2025-07-29,0
11965,18,Organic Search,Retail,Mid-Market,2025-10-23,0
11966,14,Webinar,Finance,SMB,2025-12-29,0
11967,15,Organic Search,Healthcare,SMB,2025-06-21,0
11968,3,Cold Call,Retail,SMB,2025-07-03,0
11969,1,Organic Search,Finance,SMB,2025-05-05,1
11970,17,Paid Social,Retail,Mid-Market,2025-01-29,0
11971,3,Paid Social,Manufacturing,SMB,2025-09-27,0
11972,14,Organic Search,Manufacturing,SMB,2025-05-27,0
11973,3,Webinar,Retail,SMB,2025-10-24,0
11974,13,Webinar,Healthcare,SMB,2025-07-28,0
11975,15,Organic Search,Finance,Mid-Market,2025-08-25,0
11976,18,Cold Call,Tech,SMB,2025-12-03,0
11977,14,Paid Social,Retail,SMB,2025-12-29,0
11978,3,Webinar,Retail,SMB,2025-10-09,0
11979,19,Referral,Retail,Enterprise,2025-08-31,0
11980,8,Organic Search,Healthcare,SMB,2025-12-16,1
11981,4,Webinar,Retail,Mid-Market,2025-10-28,0
11982,4,Organic Search,Tech,SMB,2025-09-03,0
11983,19,Organic Search,Manufacturing,Mid-Market,2025-01-17,0
11984,11,Referral,Manufacturing,SMB,2025-11-25,0
11985,1,Organic Search,Finance,Mid-Market,2025-03-24,1
11986,8,Organic Search,Finance,SMB,2025-06-09,0
11987,15,Paid Social,Manufacturing,SMB,2025-01-12,0
11988,1,Webinar,Tech,SMB,2025-08-16,1
11989,7,Organic Search,Tech,SMB,2025-02-07,0
11990,20,Paid Social,Healthcare,SMB,2025-05-13,0
11991,20,Organic Search,Manufacturing,SMB,2025-10-16,0
11992,11,Paid Social,Manufacturing,SMB,2025-11-20,0
11993,14,Referral,Finance,Mid-Market,2025-11-23,0
11994,16,Paid Social,Healthcare,SMB,2025-08-27,0
11995,14,Webinar,Manufacturing,Enterprise,2025-04-06,1
11996,12,Cold Call,Finance,Enterprise,2025-08-06,0
11997,17,Paid Social,Finance,Mid-Market,2025-03-11,0
11998,14,Paid Social,Finance,Enterprise,2025-01-30,1
11999,10,Referral,Finance,SMB,2025-09-09,0
12000,14,Cold Call,Tech,SMB,2025-06-06,0
12001,18,Webinar,Retail,SMB,2025-02-20,0
12002,9,Webinar,Finance,Mid-Market,2025-04-21,0
12003,17,Referral,Tech,Enterprise,2025-11-25,0
12004,6,Webinar,Retail,SMB,2025-09-25,1
12005,8,Cold Call,Tech,SMB,2025-01-13,0
12006,13,Organic Search,Retail,Enterprise,2025-09-19,0
12007,18,Cold Call,Tech,SMB,2025-08-27,0
12008,5,Organic Search,Healthcare,SMB,2025-09-10,0
12009,6,Paid Social,Tech,SMB,2025-12-15,0
12010,19,Paid Social,Healthcare,Mid-Market,2025-01-21,0
12011,4,Organic Search,Retail,Mid-Market,2025-06-11,0
12012,7,Paid Social,Manufacturing,Enterprise,2025-12-10,0
12013,4,Paid Social,Manufacturing,SMB,2025-09-24,0
12014,11,Organic Search,Finance,Mid-Market,2025-02-15,0
12015,12,Organic Search,Retail,SMB,2025-05-05,0
12016,14,Webinar,Tech,Enterprise,2025-05-15,0
12017,13,Paid Social,Finance,SMB,2025-10-07,0
12018,10,Webinar,Tech,SMB,2025-06-25,0
12019,18,Webinar,Manufacturing,Enterprise,2025-09-02,0
12020,16,Webinar,Finance,SMB,2025-07-03,0
12021,5,Paid Social,Retail,Mid-Market,2025-04-30,0
12022,8,Referral,Retail,SMB,2025-08-31,0
12023,14,Organic Search,Finance,Mid-Market,2025-06-23,1
12024,5,Referral,Finance,Mid-Market,2025-04-12,0
12025,8,Paid Social,Tech,SMB,2025-07-06,0
12026,6,Referral,Tech,Mid-Market,2025-06-11,0
12027,16,Webinar,Retail,SMB,2025-07-02,0
12028,4,Cold Call,Retail,SMB,2025-12-08,1
12029,12,Cold Call,Finance,SMB,2025-11-10,1
12030,11,Organic Search,Healthcare,SMB,2025-09-10,0
12031,3,Cold Call,Finance,Mid-Market,2025-04-22,0
12032,12,Paid Social,Finance,SMB,2025-06-13,1
12033,5,Paid Social,Manufacturing,SMB,2025-11-26,0
12034,6,Paid Social,Finance,SMB,2025-12-17,0
12035,19,Paid Social,Manufacturing,SMB,2025-01-11,0
12036,18,Paid Social,Tech,Enterprise,2025-10-22,0
12037,16,Referral,Healthcare,Enterprise,2025-04-17,0
12038,11,Cold Call,Finance,Enterprise,2025-10-06,0
12039,5,Organic Search,Tech,Enterprise,2025-12-13,0
12040,9,Organic Search,Finance,SMB,2025-02-05,1
12041,3,Cold Call,Finance,Mid-Market,2025-05-07,0
12042,8,Webinar,Tech,SMB,2025-10-21,0
12043,6,Organic Search,Finance,SMB,2025-06-02,0
12044,4,Cold Call,Healthcare,SMB,2025-04-08,0
12045,12,Webinar,Finance,SMB,2025-09-29,0
12046,12,Organic Search,Manufacturing,SMB,2025-03-31,0
12047,16,Organic Search,Tech,SMB,2025-07-14,0
12048,10,Webinar,Manufacturing,SMB,2025-02-05,0
12049,14,Organic Search,Healthcare,SMB,2025-08-18,0
12050,13,Cold Call,Finance,Mid-Market,2025-01-22,0
12051,9,Cold Call,Tech,Enterprise,2025-01-18,1
12052,7,Organic Search,Tech,SMB,2025-03-02,0
12053,12,Organic Search,Manufacturing,Mid-Market,2025-02-22,0
12054,5,Cold Call,Healthcare,Enterprise,2025-12-02,0
12055,18,Referral,Manufacturing,Mid-Market,2025-11-25,0
12056,4,Organic Search,Retail,SMB,2025-06-06,0
12057,2,Referral,Healthcare,Mid-Market,2025-11-18,0
12058,3,Cold Call,Finance,Enterprise,2025-02-16,0
12059,12,Paid Social,Retail,Enterprise,2025-05-14,0
12060,3,Referral,Manufacturing,Mid-Market,2025-08-02,0
12061,4,Organic Search,Manufacturing,Enterprise,2025-06-30,0
12062,6,Paid Social,Healthcare,SMB,2025-09-21,0
12063,12,Cold Call,Healthcare,Mid-Market,2025-05-11,0
12064,19,Paid Social,Manufacturing,Mid-Market,2025-09-04,1
12065,10,Paid Social,Tech,SMB,2025-08-08,0
12066,1,Referral,Finance,Mid-Market,2025-02-18,0
12067,17,Referral,Healthcare,Enterprise,2025-11-12,0
12068,16,Cold Call,Tech,Mid-Market,2025-08-25,0
12069,9,Webinar,Manufacturing,Mid-Market,2025-07-13,0
12070,9,Webinar,Manufacturing,Mid-Market,2025-11-29,0
12071,9,Cold Call,Tech,SMB,2025-04-04,1
12072,12,Paid Social,Manufacturing,Enterprise,2025-04-30,0
12073,9,Webinar,Finance,Mid-Market,2025-06-02,0
12074,15,Organic Search,Tech,SMB,2025-06-22,0
12075,2,Cold Call,Finance,SMB,2025-07-20,0
12076,11,Cold Call,Healthcare,Mid-Market,2025-09-26,0
12077,11,Webinar,Retail,Mid-Market,2025-04-25,0
12078,8,Webinar,Finance,Mid-Market,2025-10-09,0
12079,6,Webinar,Retail,SMB,2025-05-09,0
12080,20,Paid Social,Manufacturing,Enterprise,2025-02-07,0
12081,7,Cold Call,Finance,Enterprise,2025-12-21,0
12082,3,Paid Social,Finance,Mid-Market,2025-10-03,0
12083,8,Webinar,Manufacturing,Mid-Market,2025-10-11,0
12084,18,Referral,Finance,Mid-Market,2025-05-03,0
12085,17,Webinar,Manufacturing,Mid-Market,2025-09-26,0
12086,11,Organic Search,Healthcare,SMB,2025-07-16,0
12087,2,Paid Social,Tech,SMB,2025-07-01,0
12088,19,Cold Call,Finance,SMB,2025-04-10,1
12089,7,Organic Search,Healthcare,SMB,2025-01-09,0
12090,18,Paid Social,Tech,SMB,2025-12-04,0
12091,8,Organic Search,Finance,Mid-Market,2025-09-17,1
12092,14,Webinar,Healthcare,SMB,2025-06-10,0
